q-код	Артикул	Раздел	Тип	Производитель	Наименование	Название	Коллекция	Размер	Цвет	Артикулы связанных товаров	Вес упаковки	Плиток в упаковке	Метраж упаковки	Единица измерения	Изображение	Интерьеры	Домус	Цена	Описание Товара	Назначение	Тип поверхности	Рисунок	Оформление															
q15223	15072	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15072 Вилланелла коричневый 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	коричневый		19,7222	22	1,3200	кв.м	15072.jpg			857,86		Плитка для ванной	глянцевая	моноколор	villanella4.jpg															
q15224	15073	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15073 Вилланелла черный 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	черный		19,7222	22	1,3200	кв.м	15073.jpg			857,86		Плитка для ванной	глянцевая	моноколор	villanella5.jpg															
q15220	15000	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15000 Вилланелла белый 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	белый		19,7222	22	1,3200	кв.м	15000.jpg			820,1		Плитка для ванной	глянцевая	моноколор																
q15229	15084	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15084 Вилланелла бежевый 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	бежевый		19,7222	22	1,3200	кв.м	15084.jpg			820,1		Плитка для ванной	глянцевая	моноколор																
q15227	15076	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15076 Вилланелла черный грань 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	черный		18,8889	18	1,0800	кв.м	15076.jpg			939,28		Плитка для ванной	глянцевая	моноколор																
q15226	15075	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15075 Вилланелла белый грань 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	белый		18,8889	18	1,0800	кв.м	15075.jpg			897,98		Плитка для ванной	глянцевая	моноколор																
q15228	15077	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15077 Вилланелла бежевый грань 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	бежевый		18,8889	18	1,0800	кв.м	15077.jpg			897,98		Плитка для ванной	глянцевая	моноколор																
q15221	15070	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15070 Вилланелла серый светлый 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	серый		19,7222	22	1,3200	кв.м	15070.jpg			831,9		Плитка для ванной	глянцевая	моноколор																
q15225	15074	Неаполитанская коллекция	Настенная плитка	Керама Марацци	15074 Вилланелла бежевый темный 15*40 керамическая плитка	Вилланелла	Неаполитанская коллекция	15*40	бежевый		19,7222	22	1,3200	кв.м	15074.jpg			831,9		Плитка для ванной	глянцевая	моноколор																
q15234	MLD/A67/15000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	MLD/A67/15000 Вилланелла Цветы белый 15*40 декор	Вилланелла	Неаполитанская коллекция	15*40	белый		8,8000	10	0,0000	шт	MLD_A67_15000.jpg			403,56		Декоративные элементы																		
q15237	MLD/A68/15000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	MLD/A68/15000 Вилланелла Геометрия белый 15*40 декор	Вилланелла	Неаполитанская коллекция	15*40	белый		8,8000	10	0,0000	шт	MLD_A68_15000.jpg			403,56		Декоративные элементы																		
q15235	MLD/B67/15084	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	MLD/B67/15084 Вилланелла Цветы бежевый 15*40 декор	Вилланелла	Неаполитанская коллекция	15*40	бежевый		8,8000	10	0,0000	шт	MLD_B67_15084.jpg			403,56		Декоративные элементы																		
q15236	MLD/B68/15084	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	MLD/B68/15084 Вилланелла Геометрия бежевый 15*40 декор	Вилланелла	Неаполитанская коллекция	15*40	бежевый		8,8000	10	0,0000	шт	MLD_B68_15084.jpg			403,56		Декоративные элементы																		
q15230	MLD/A71/15000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	MLD/A71/15000 Вилланелла 40*3 бордюр	Вилланелла	Неаполитанская коллекция	40*3	серый		4,3520	22	0,0000	шт	MLD_A71_15000.jpg			139,24		Декоративные элементы																		
q15231	MLD/B71/15084	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	MLD/B71/15084 Вилланелла 40*3 бордюр	Вилланелла	Неаполитанская коллекция	40*3	бежевый		4,3520	22	0,0000	шт	MLD_B71_15084.jpg			139,24		Декоративные элементы																		
q6117	131	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	131 Черный карандаш	Вилланелла	Неаполитанская коллекция	20*1,5	черный		2,0000	40	0,0000	шт	131.jpg			89,68		Декоративные элементы																		
q14467	POD014	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POD014 Карандаш Бисер антрацит бордюр	Вилланелла	Неаполитанская коллекция	20*0,6	черный		1,0000	42	0,0000	шт	POD014.jpg			126,26		Декоративные элементы																		
q12414	POD002	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POD002 Бисер прозрачный люстр	Вилланелла	Неаполитанская коллекция	20*0,6			0,0000	42	0,0000	шт	POD002.jpg			119,18		Декоративные элементы																		
q12412	POD001	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POD001 Бисер прозрачный бордюр	Вилланелла	Неаполитанская коллекция	20*0,6			0,0000	42	0,0000	шт	POD001.jpg			119,18		Декоративные элементы																		
q4738	130	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	130 Белый карандаш	Вилланелла	Неаполитанская коллекция	20*1,5	белый		2,1000	40	0,0000	шт	130.jpg			89,68		Декоративные элементы																		
q4868	144	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	144 бежевый матовый карандаш	Вилланелла	Неаполитанская коллекция	20*1,5	бежевый		2,0000	40	0,0000	шт	144.jpg			86,14		Декоративные элементы																		
q15250	AR140/11101R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	AR140/11101R Вирджилиано обрезной 30*60 декор	Вирджилиано	Неаполитанская коллекция	30*60	серый		11,6000	4	0,0000	шт	AR140_11101R.jpg			660,8		Декоративные элементы																		
q15251	BR140/11104R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	BR140/11104R Вирджилиано обрезной 30*60 декор	Вирджилиано	Неаполитанская коллекция	30*60	бежевый		11,6000	4	0,0000	шт	BR140_11104R.jpg			660,8		Декоративные элементы																		
q15248	FMA007R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	FMA007R Вирджилиано серый обрезной 30*15 плинтус	Вирджилиано	Неаполитанская коллекция	30*15	серый		6,1000	8	0,0000	шт	FMA007R.jpg			413		Декоративные элементы																		
q15249	FMA008R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	FMA008R Вирджилиано бежевый обрезной 30*15 плинтус	Вирджилиано	Неаполитанская коллекция	30*15	бежевый		6,1000	8	0,0000	шт	FMA008R.jpg			413		Декоративные элементы																		
q15252	MM11101	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	MM11101 Вирджилиано мозаичный 30*30 декор	Вирджилиано	Неаполитанская коллекция	30*30	бежевый		8,9600	7	0,0000	шт	MM11101.jpg			859,04		Декоративные элементы		абстракция																
q15253	MM11104	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	MM11104 Вирджилиано мозаичный 30*30 декор	Вирджилиано	Неаполитанская коллекция	30*30	серый		8,9600	7	0,0000	шт	MM11104.jpg			859,04		Декоративные элементы		абстракция																
q15238	11100R	Неаполитанская коллекция	Настенная плитка	Керама Марацци	11100R Вирджилиано серый структура обрезной 30*60 керамическая плитка	Вирджилиано	Неаполитанская коллекция	30*60	серый		18,7500	6	1,0800	кв.м	11100R.jpg	virdjiliano1.jpg		1502,14		Плитка для ванной	глянцевая	мрамор	virdjiliano1.jpg															
q15241	11105R	Неаполитанская коллекция	Настенная плитка	Керама Марацци	11105R Вирджилиано бежевый структура обрезной 30*60 керамическая плитка	Вирджилиано	Неаполитанская коллекция	30*60	бежевый		18,7500	6	1,0800	кв.м	11105R.jpg	virdjiliano2.jpg		1502,14		Плитка для ванной	глянцевая	мрамор	virdjiliano2.jpg															
q15239	11101R	Неаполитанская коллекция	Настенная плитка	Керама Марацци	11101R Вирджилиано серый обрезной 30*60 керамическая плитка	Вирджилиано	Неаполитанская коллекция	30*60	серый		20,2500	7	1,2600	кв.м	11101R.jpg			1451,4		Плитка для ванной	глянцевая	мрамор	virdjiliano3.jpg															
q15240	11104R	Неаполитанская коллекция	Настенная плитка	Керама Марацци	11104R Вирджилиано бежевый обрезной 30*60 керамическая плитка	Вирджилиано	Неаполитанская коллекция	30*60	бежевый		20,2500	7	1,2600	кв.м	11104R.jpg			1451,4		Плитка для ванной	глянцевая	мрамор	virdjiliano4.jpg															
q15242	AR142/11101R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	AR142/11101R Вирджилиано обрезной 60*7.2 бордюр	Вирджилиано	Неаполитанская коллекция	60*7,2	серый		7,1000	10	0,0000	шт	AR142_11101R.jpg			304,44		Декоративные элементы																		
q15244	BR142/11104R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	BR142/11104R Вирджилиано обрезной 60*7.2 бордюр	Вирджилиано	Неаполитанская коллекция	60*7,2	бежевый		7,1000	10	0,0000	шт	BR142_11104R.jpg			304,44		Декоративные элементы																		
q15243	AR141/11101R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	AR141/11101R Вирджилиано обрезной 30*7.2 бордюр	Вирджилиано	Неаполитанская коллекция	30*7,2	серый		7,0000	20	0,0000	шт	AR141_11101R.jpg			205,32		Декоративные элементы																		
q15245	BR141/11104R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	BR141/11104R Вирджилиано обрезной 30*7.2 бордюр	Вирджилиано	Неаполитанская коллекция	30*7,2	бежевый		7,0000	20	0,0000	шт	BR141_11104R.jpg			205,32		Декоративные элементы																		
q15246	SPA009R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SPA009R Вирджилиано серый обрезной 30*2.5 бордюр	Вирджилиано	Неаполитанская коллекция	30*2,5	серый		5,0000	27	0,0000	шт	SPA009R.jpg			307,98		Декоративные элементы																		
q15001	SG913702R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG913702R Помильяно серый лаппатированный 30*30 керамический гранит	Вирджилиано	Неаполитанская коллекция	30*30	серый		26,0500	12	1,0800	кв.м	SG913702R.jpg			1604,8		Керамический гранит	глянцевая	мрамор																
q15002	SG913802R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG913802R Помильяно бежевый лаппатированный 30*30 керамический гранит	Вирджилиано	Неаполитанская коллекция	30*30	бежевый		26,0500	12	1,0800	кв.м	SG913802R.jpg			1604,8		Керамический гранит	глянцевая	мрамор																
q15247	SPA010R	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SPA010R Вирджилиано бежевый обрезной 30*2.5 бордюр	Вирджилиано	Неаполитанская коллекция	30*2,5	бежевый		5,0000	27	0,0000	шт	SPA010R.jpg			307,98		Декоративные элементы																		
q14473	POF002	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POF002 Карандаш Бисер белый золото бордюр	Вирджилиано	Неаполитанская коллекция	20*1,4	белый		2,1000	40	0,0000	шт	POF002.jpg			237,18		Декоративные элементы																		
q15163	POF010	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POF010 Карандаш Бисер белый 20*1.4 бордюр	Вирджилиано	Неаполитанская коллекция	20*1,4	белый		2,1000	40	0,0000	шт	POF010.jpg			230,1		Декоративные элементы																		
q12414	POD002	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POD002 Бисер прозрачный люстр	Вирджилиано	Неаполитанская коллекция	20*0,6			0,0000	42	0,0000	шт	POD002.jpg			119,18		Декоративные элементы																		
q12412	POD001	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POD001 Бисер прозрачный бордюр	Вирджилиано	Неаполитанская коллекция	20*0,6			0,0000	42	0,0000	шт	POD001.jpg			119,18		Декоративные элементы																		
q14938	SG452502R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG452502R Вомеро лаппатированный 50.2*50.2 керамический гранит	Вомеро	Неаполитанская коллекция	50,2*50,2	серый		27,2500	5	1,2600	кв.м	SG452502R.jpg	vomero.jpg		1439,6		Керамический гранит	глянцевая	камень																
q14943	SG453002R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG453002R Вомеро лаппатированный 50.2*50.2 керамический гранит	Вомеро	Неаполитанская коллекция	50,2*50,2	коричневый		27,2500	5	1,2600	кв.м	SG453002R.jpg			1439,6		Напольная плитка	глянцевая	камень																
q14939	SG452602R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG452602R Вомеро серый светлый лаппатированный 50.2*50.2 керамический гранит	Вомеро	Неаполитанская коллекция	50,2*50,2	серый		27,2500	5	1,2600	кв.м	SG452602R.jpg			1423,08		Керамический гранит	глянцевая	камень																
q14940	SG452702R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG452702R Вомеро серый лаппатированный 50.2*50.2 керамический гранит	Вомеро	Неаполитанская коллекция	50,2*50,2	серый		27,2500	5	1,2600	кв.м	SG452702R.jpg			1423,08		Керамический гранит	глянцевая	камень																
q14941	SG452802R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG452802R Вомеро серый темный лаппатированный 50.2*50.2 керамический гранит	Вомеро	Неаполитанская коллекция	50,2*50,2	серый		27,2500	5	1,2600	кв.м	SG452802R.jpg			1423,08		Керамический гранит	глянцевая	камень																
q14942	SG452902R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG452902R Вомеро коричневый лаппатированный 50.2*50.2 керамический гранит	Вомеро	Неаполитанская коллекция	50,2*50,2	коричневый		27,2500	5	1,2600	кв.м	SG452902R.jpg			1423,08		Керамический гранит	глянцевая	камень																
q14944	SG453302R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG453302R Вомеро бежевый лаппатированный 50.2*50.2 керамический гранит	Вомеро	Неаполитанская коллекция	50,2*50,2	бежевый		27,2500	5	1,2600	кв.м	SG453302R.jpg			1423,08		Керамический гранит	глянцевая	камень																
q14945	SG453402R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG453402R Вомеро бежевый светлый лаппатированный 50.2*50.2 керамический гранит	Вомеро	Неаполитанская коллекция	50,2*50,2	бежевый		27,2500	5	1,2600	кв.м	SG453402R.jpg			1423,08		Керамический гранит	глянцевая	камень																
q15258	ALD/A07/SG2210L	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/A07/SG2210L Галдиери лаппатированный 30*60 декор	Галдиери	Неаполитанская коллекция	30*60	серый		15,0000	4	0,0000	шт	ALD_A07_SG2210L.jpg			916,86		Декоративные элементы		абстракция																
q15259	ALD/B07/SG2210L	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/B07/SG2210L Галдиери лаппатированный 30*60 декор	Галдиери	Неаполитанская коллекция	30*60	бежевый		15,0000	4	0,0000	шт	ALD_B07_SG2210L.jpg			916,86		Декоративные элементы		абстракция																
q15254	ALD/A08/SG2210L	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/A08/SG2210L Галдиери лаппатированный 60*7.2 бордюр	Галдиери	Неаполитанская коллекция	60*7,2	серый		7,4000	8	0,0000	шт	ALD_A08_SG2210L.jpg			300,9		Декоративные элементы		абстракция																
q15255	ALD/B08/SG2210L	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/B08/SG2210L Галдиери лаппатированный 60*7.2 бордюр	Галдиери	Неаполитанская коллекция	60*7,2	бежевый		7,4000	8	0,0000	шт	ALD_B08_SG2210L.jpg			300,9		Декоративные элементы		абстракция																
q15256	ALD/A09/SG2210L	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/A09/SG2210L Галдиери лаппатированный 7.2*7.2 вставка	Галдиери	Неаполитанская коллекция	7,2*7,2	серый		2,2000	18	0,0000	шт	ALD_A09_SG2210L.jpg			126,26		Декоративные элементы		абстракция																
q15257	ALD/B09/SG2210L	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/B09/SG2210L Галдиери лаппатированный 7.2*7.2 вставка	Галдиери	Неаполитанская коллекция	7,2*7,2	бежевый		2,2000	18	0,0000	шт	ALD_B09_SG2210L.jpg			126,26		Декоративные элементы		абстракция																
q14949	SG219002R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG219002R Галдиери бежевый светлый лаппатированный 30*60 керамический гранит	Галдиери	Неаполитанская коллекция	30*60	бежевый		31,9375	7	1,2600	кв.м	SG219002R.jpg	galdieri.jpg		1568,22		Керамический гранит	матовая	камень	galdieri1.jpg															
q14950	SG219102R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG219102R Галдиери бежевый лаппатированный 30*60 керамический гранит	Галдиери	Неаполитанская коллекция	30*60	бежевый		31,9375	7	1,2600	кв.м	SG219102R.jpg			1568,22		Напольная плитка	матовая	камень	galdieri2.jpg															
q14951	SG219202R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG219202R Галдиери бежевый тёмный лаппатированный 30*60 керамический гранит	Галдиери	Неаполитанская коллекция	30*60	бежевый		31,9375	7	1,2600	кв.м	SG219202R.jpg			1568,22		Керамический гранит	матовая	камень	galdieri3.jpg															
q14952	SG219302R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG219302R Галдиери серый светлый лаппатированный 30*60 керамический гранит	Галдиери	Неаполитанская коллекция	30*60	серый		31,9375	7	1,2600	кв.м	SG219302R.jpg			1568,22		Керамический гранит	матовая	камень																
q14953	SG219402R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG219402R Галдиери серый лаппатированный 30*60 керамический гранит	Галдиери	Неаполитанская коллекция	30*60	серый		31,9375	7	1,2600	кв.м	SG219402R.jpg			1568,22		Керамический гранит	матовая	камень																
q14954	SG219502R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG219502R Галдиери серый темный лаппатированный 30*60 керамический гранит	Галдиери	Неаполитанская коллекция	30*60	серый		31,9375	7	1,2600	кв.м	SG219502R.jpg			1568,22		Керамический гранит	матовая	камень																
q15270	SG218500R/2	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218500R/2 Галерея светлый керамический подступенок 60*14.5	Галерея	Неаполитанская коллекция	60*14,5	светлый		14,8000	8	0,0000	шт	SG218500R_2.jpg			198,24		Декоративные элементы																		
q15271	SG218600R/2	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218600R/2 Галерея бежевый светлый керамический подступенок 60*14.5	Галерея	Неаполитанская коллекция	60*14,5	бежевый		14,8000	8	0,0000	шт	SG218600R_2.jpg			198,24		Декоративные элементы																		
q15272	SG218700R/2	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218700R/2 Галерея бежевый керамический подступенок 60*14.5	Галерея	Неаполитанская коллекция	60*14,5	бежевый		14,8000	8	0,0000	шт	SG218700R_2.jpg			198,24		Декоративные элементы																		
q15273	SG218800R/2	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218800R/2 Галерея серый керамический подступенок 60*14.5	Галерея	Неаполитанская коллекция	60*14,5	серый		14,8000	8	0,0000	шт	SG218800R_2.jpg			198,24		Декоративные элементы																		
q15266	SG218500R/GR/AN	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218500R/GR/AN Галерея светлый керамическая cтупень угловая 30*30	Галерея	Неаполитанская коллекция	30*30	светлый		10,4200	4	0,0000	шт	SG218500R_GR_AN.jpg			1530,46		Декоративные элементы																		
q15267	SG218600R/GR/AN	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218600R/GR/AN Галерея бежевый светлый керамическая ступень угловая 30*30	Галерея	Неаполитанская коллекция	30*30	бежевый		10,4200	4	0,0000	шт	SG218600R_GR_AN.jpg			1530,46		Декоративные элементы																		
q15268	SG218700R/GR/AN	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218700R/GR/AN Галерея бежевый керамическая ступень угловая 30*30	Галерея	Неаполитанская коллекция	30*30	бежевый		10,4200	4	0,0000	шт	SG218700R_GR_AN.jpg			1530,46		Декоративные элементы																		
q15269	SG218800R/GR/AN	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218800R/GR/AN Галерея серый керамическая ступень угловая 30*30	Галерея	Неаполитанская коллекция	30*30	серый		10,4200	4	0,0000	шт	SG218800R_GR_AN.jpg			1530,46		Декоративные элементы																		
q15262	SG218500R/GR	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218500R/GR Галерея светлый керамическая ступень фронтальная 30*60	Галерея	Неаполитанская коллекция	30*60	светлый		17,7000	4	0,0000	шт	SG218500R_GR.jpg			1098,58		Декоративные элементы																		
q15263	SG218600R/GR	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218600R/GR Галерея бежевый светлый керамичекая ступень фронтальная 30*60	Галерея	Неаполитанская коллекция	30*60	бежевый		17,7000	4	0,0000	шт	SG218600R_GR.jpg			1098,58		Декоративные элементы																		
q15264	SG218700R/GR	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218700R/GR Галерея бежевый керамическая ступень фронтальная 30*60	Галерея	Неаполитанская коллекция	30*60	бежевый		17,7000	4	0,0000	шт	SG218700R_GR.jpg			1098,58		Декоративные элементы																		
q15265	SG218800R/GR	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218800R/GR Галерея серый керамическая ступень фронтальная 30*60	Галерея	Неаполитанская коллекция	30*60	серый		17,7000	4	0,0000	шт	SG218800R_GR.jpg			1098,58		Декоративные элементы																		
q15260	ALD/A05/SG2210	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/A05/SG2210 Галерея 60*9.5 бордюр	Галерея	Неаполитанская коллекция	60*9,5	серый		10,6000	9	0,0000	шт	ALD_A05_SG2210.jpg			245,44		Декоративные элементы		абстракция																
q15261	ALD/B05/SG2210	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/B05/SG2210 Галерея 60*9.5 бордюр	Галерея	Неаполитанская коллекция	60*9,5	бежевый		10,6000	9	0,0000	шт	ALD_B05_SG2210.jpg			245,44		Декоративные элементы		абстракция																
q15274	SG218500R/3BT	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218500R/3BT Галерея светлый керамический плинтус 60*9.5	Галерея	Неаполитанская коллекция	60*9,5	светлый		13,1720	11	0,0000	шт	SG218500R_3BT.jpg			217,12		Декоративные элементы																		
q15275	SG218600R/3BT	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218600R/3BT Галерея бежевый светлый керамический плинтус 60*9.5	Галерея	Неаполитанская коллекция	60*9,5	бежевый		13,1720	11	0,0000	шт	SG218600R_3BT.jpg			217,12		Декоративные элементы																		
q15276	SG218700R/3BT	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218700R/3BT Галерея бежевый керамический плинтус 60*9.5	Галерея	Неаполитанская коллекция	60*9,5	бежевый		13,1720	11	0,0000	шт	SG218700R_3BT.jpg			217,12		Декоративные элементы																		
q15277	SG218800R/3BT	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	SG218800R/3BT Галерея серый керамический плинтус 60*9.5	Галерея	Неаполитанская коллекция	60*9,5	серый		13,1720	11	0,0000	шт	SG218800R_3BT.jpg			217,12		Декоративные элементы																		
q15278	ALD/A06/SG2210	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/A06/SG2210 Галерея 9.5*9.5 вставка	Галерея	Неаполитанская коллекция	9,5*9,5	серый		5,3000	25	0,0000	шт	ALD_A06_SG2210.jpg			122,72		Декоративные элементы			galereya1.jpg															
q15279	ALD/B06/SG2210	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	ALD/B06/SG2210 Галерея 9.5*9.5 вставка	Галерея	Неаполитанская коллекция	9,5*9,5	бежевый		5,3000	25	0,0000	шт	ALD_B06_SG2210.jpg			122,72		Декоративные элементы			galereya2.jpg															
q14955	SG218500R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG218500R Галерея светлый противоскользящий обрезной 30*60 керамический гранит	Галерея	Неаполитанская коллекция	30*60	светлый		30,3969	8	1,4400	кв.м	SG218500R.jpg	galereya.jpg		1249,62		Керамический гранит	матовая	камень	galereya3.jpg															
q14956	SG218600R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG218600R Галерея бежевый светлый противоскользящий обрезной 30*60 керамический гранит	Галерея	Неаполитанская коллекция	30*60	бежевый		30,3969	8	1,4400	кв.м	SG218600R.jpg			1249,62		Напольная плитка	матовая	камень	galereya4.jpg															
q14957	SG218700R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG218700R Галерея бежевый противоскользящий обрезной 30*60 керамический гранит	Галерея	Неаполитанская коллекция	30*60	бежевый		30,3969	8	1,4400	кв.м	SG218700R.jpg			1249,62		Керамический гранит	матовая	камень	galereya5.jpg															
q14958	SG218800R	Неаполитанская коллекция	Напольная плитка	Керама Марацци	SG218800R Галерея серый противоскользящий обрезной 30*60 керамический гранит	Галерея	Неаполитанская коллекция	30*60	серый		30,3969	8	1,4400	кв.м	SG218800R.jpg			1249,62		Керамический гранит	матовая	камень	galereya6.jpg															
q15280	4601	Неаполитанская коллекция	Напольная плитка	Керама Марацци	4601 Геркуланум серый 50.2*50.2 керамическая плитка	Геркуланум	Неаполитанская коллекция	50,2*50,2	серый		27,7714	5	1,2600	кв.м	4601.jpg	gerkulanum.jpg		870,84		Напольная плитка		камень	gerkulanum1.jpg															
q15281	4602	Неаполитанская коллекция	Напольная плитка	Керама Марацци	4602 Геркуланум серый светлый 50.2*50.2 керамическая плитка	Геркуланум	Неаполитанская коллекция	50,2*50,2	серый		27,7714	5	1,2600	кв.м	4602.jpg			870,84		Напольная плитка		камень	gerkulanum2.jpg															
q15282	4603	Неаполитанская коллекция	Напольная плитка	Керама Марацци	4603 Геркуланум бежевый 50.2*50.2 керамическая плитка	Геркуланум	Неаполитанская коллекция	50,2*50,2	бежевый		27,7714	5	1,2600	кв.м	4603.jpg			870,84		Напольная плитка		камень																
q15283	4604	Неаполитанская коллекция	Напольная плитка	Керама Марацци	4604 Геркуланум коричневый 50.2*50.2 керамическая плитка	Геркуланум	Неаполитанская коллекция	50,2*50,2	коричневый		27,7714	5	1,2600	кв.м	4604.jpg			870,84		Напольная плитка		камень																
q15284	4605	Неаполитанская коллекция	Напольная плитка	Керама Марацци	4605 Геркуланум 50.2*50.2 керамическая плитка	Геркуланум	Неаполитанская коллекция	50,2*50,2	коричневый		27,7714	5	1,2600	кв.м	4605.jpg			947,54		Напольная плитка		абстракция																
q15885	16000	Неаполитанская коллекция	Настенная плитка	Керама Марацци	16000 Граньяно белый 7.4*15 керамическая плитка	Граньяно	Неаполитанская коллекция	7,4*15	белый		14,3750	96	1,0700	кв.м	16000.jpg	granjano.jpg		1049,02		Плитка для ванной	глянцевая	моноколор	granjano1.jpg															
q15886	17000	Неаполитанская коллекция	Настенная плитка	Керама Марацци	17000 Граньяно белый 15*15 керамическая плитка	Граньяно	Неаполитанская коллекция	15*15	белый		14,0625	48	1,0800	кв.м	17000.jpg			1049,02		Плитка для ванной	глянцевая	моноколор	granjano2.jpg															
q15880	17013	Неаполитанская коллекция	Настенная плитка	Керама Марацци	17013 Граньяно чёрный 15*15 керамическая плитка	Граньяно	Неаполитанская коллекция	15*15	черный		14,0625	48	1,0800	кв.м	17013.jpg			1457,30		Плитка для ванной	глянцевая	моноколор	granjano3.jpg															
