q-код	Артикул	Раздел	Тип	Производитель	Наименование	Название	Коллекция	Размер	Цвет	Артикулы связанных товаров	Вес упаковки	Плиток в упаковке	Метраж упаковки	Единица измерения	Изображение	Интерьеры	Домус	Цена	Описание Товара	Назначение	Тип поверхности	Рисунок	Оформление															
q14248	SG452300N	Английская коллекция	Напольная плитка	Керама Марацци	SG452300N Портобелло коричневый	Портобелло	Английская коллекция	50,2*50,2	коричневый		27,2500	5	1,2600	кв.м	SG452300N.jpg			985,3		Напольная плитка		дерево																
q14408	4229	Английская коллекция	Напольная плитка	Керама Марацци	4229 Престон коричневый 	Престон	Английская коллекция	40,2*40,2	коричневый		30,0000	10	1,6200	кв.м	4229.jpg	preston.jpg		831,9		Напольная плитка		камень	preston1.jpg,preston2.jpg,preston3.jpg,preston4.jpg,preston5.jpg,preston6.jpg,preston7.jpg,preston8.jpg,preston9.jpg,preston10.jpg,preston11.jpg,preston12.jpg,preston13.jpg,preston14.jpg															
q14409	4230	Английская коллекция	Напольная плитка	Керама Марацци	4230 Престон светлый 	Престон	Английская коллекция	40,2*40,2	бежевый		30,0000	10	1,6200	кв.м	4230.jpg			831,9		Напольная плитка		камень																
q14670	AD/A185/4230	Английская коллекция	Декоративные элементы	Керама Марацци	AD/A185/4230 Престон вставка	Престон	Английская коллекция	7,7*7,7			4,0000	36	0,0000	шт	AD-A185-4230.jpg			134,52		Декоративные элементы																		
q14671	AD/A186/4229	Английская коллекция	Декоративные элементы	Керама Марацци	AD/A186/4229 Престон вставка	Престон	Английская коллекция	7,7*7,7			4,0000	36	0,0000	шт	AD-A186-4229.jpg			134,52		Декоративные элементы																		
q14357	3423	Английская коллекция	Напольная плитка	Керама Марацци	3423 Принстаун светлый 	Принстаун	Английская коллекция	30,2*30,2			23,4545	15	1,3700	кв.м	3423.jpg	prinstaun.jpg		749,3		Напольная плитка			prinstaun1.jpg															
q14356	3424	Английская коллекция	Напольная плитка	Керама Марацци	3424 Принстаун коричневый 	Принстаун	Английская коллекция	30,2*30,2			23,4545	15	1,3700	кв.м	3424.jpg			749,3		Плитка для гостиной			prinstaun2.jpg															
q14672	STG/A284/3423	Английская коллекция	Декоративные элементы	Керама Марацци	STG/A284/3423 Принстаун светлый декор	Принстаун	Английская коллекция	30,2*30,2			13,0000	8	0,0000	шт	STG-A284-3423.jpg			250,16		Декоративные элементы	матовая		prinstaun3.jpg															
q14674	STG/A285/3423	Английская коллекция	Декоративные элементы	Керама Марацци	STG/A285/3423 Принстаун светлый декор	Принстаун	Английская коллекция	30,2*30,2			13,0000	8	0,0000	шт	STG-A285-3423.jpg			250,16		Декоративные элементы	матовая		prinstaun4.jpg															
q14676	STG/A286/3423	Английская коллекция	Декоративные элементы	Керама Марацци	STG/A286/3423 Принстаун светлый декор	Принстаун	Английская коллекция	30,2*30,2			13,0000	8	0,0000	шт	STG-A286-3423.jpg			250,16		Декоративные элементы	матовая		prinstaun5.jpg															
q14678	STG/A287/3423	Английская коллекция	Декоративные элементы	Керама Марацци	STG/A287/3423 Принстаун светлый бордюр	Принстаун	Английская коллекция	30,2*14,7			10,7300	14	0,0000	шт	STG-A287-3423.jpg			179,36		Декоративные элементы	матовая		prinstaun6.jpg															
q14681	STG/A288/3423	Английская коллекция	Декоративные элементы	Керама Марацци	STG/A288/3423 Принстаун светлый вставка	Принстаун	Английская коллекция	14,7*14,7			12,7000	32	0,0000	шт	STG-A288-3423.jpg			146,32		Декоративные элементы	матовая																	
q14673	STG/B284/3424	Английская коллекция	Декоративные элементы	Керама Марацци	STG/B284/3424 Принстаун коричневый декор	Принстаун	Английская коллекция	30,2*30,2			13,0000	8	0,0000	шт	STG-B284-3424.jpg			250,16		Декоративные элементы	матовая																	
q14675	STG/B285/3424	Английская коллекция	Декоративные элементы	Керама Марацци	STG/B285/3424 Принстаун коричневый декор	Принстаун	Английская коллекция	30,2*30,2			13,0000	8	0,0000	шт	STG-B285-3424.jpg			250,16		Декоративные элементы	матовая																	
q14677	STG/B286/3424	Английская коллекция	Декоративные элементы	Керама Марацци	STG/B286/3424 Принстаун коричневый декор	Принстаун	Английская коллекция	30,2*30,2			13,0000	8	0,0000	шт	STG-B286-3424.jpg			250,16		Декоративные элементы	матовая																	
q14679	STG/B287/3424	Английская коллекция	Декоративные элементы	Керама Марацци	STG/B287/3424 Принстаун коричневый бордюр	Принстаун	Английская коллекция	30,2*14,7			10,7300	14	0,0000	шт	STG-B287-3424.jpg			179,36		Декоративные элементы	матовая																	
q14680	STG/B288/3424	Английская коллекция	Декоративные элементы	Керама Марацци	STG/B288/3424 Принстаун коричневый вставка	Принстаун	Английская коллекция	14,7*14,7			12,7000	32	0,0000	шт	STG-B288-3424.jpg			146,32		Декоративные элементы	матовая																	
q14381	13001R	Английская коллекция	Настенная плитка	Керама Марацци	13001R Ричмонд бежевый обрезной 	Ричмонд	Английская коллекция	30*89,5	бежевый		27,1429	5	1,3430	кв.м	13001R.jpg	richmond.jpg		1857,32		Плитка для ванной	глянцевая		richmond1.jpg															
q14382	13002R	Английская коллекция	Настенная плитка	Керама Марацци	13002R Ричмонд бежевый темный обрезной 	Ричмонд	Английская коллекция	30*89,5	бежевый		27,1429	5	1,3430	кв.м	13002R.jpg			1857,32		Плитка для ванной	глянцевая		richmond2.jpg															
q14389	13003R	Английская коллекция	Настенная плитка	Керама Марацци	13003R Ричмонд бежевый структура обрезной 	Ричмонд	Английская коллекция	30*89,5	бежевый		26,0000	4	1,0740	кв.м	13003R.jpg			1916,32		Плитка для ванной	глянцевая																	
q14388	13004R	Английская коллекция	Настенная плитка	Керама Марацци	13004R Ричмонд бежевый темный структура обрезной 	Ричмонд	Английская коллекция	30*89,5	бежевый		26,0000	4	1,0740	кв.м	13004R.jpg			1916,32		Плитка для ванной	глянцевая																	
q14383	13005R	Английская коллекция	Настенная плитка	Керама Марацци	13005R Ричмонд обрезной 	Ричмонд	Английская коллекция	30*89,5			27,1429	5	1,3430	кв.м	13005R.jpg			1857,32		Плитка для ванной	глянцевая	флора																
q14249	SG619002R	Английская коллекция	Напольная плитка	Керама Марацци	SG619002R Ричмонд бежевый темный 	Ричмонд	Английская коллекция	60*60			36,7917	4	1,4400	кв.м	SG619002R.jpg			1551,7		Напольная плитка	матовая	мрамор																
q14251	SG619302R	Английская коллекция	Напольная плитка	Керама Марацци	SG619302R Ричмонд бежевый 	Ричмонд	Английская коллекция	60*60			36,7917	4	1,4400	кв.м	SG619302R.jpg			1551,7		Напольная плитка	матовая	мрамор																
q14250	SG911202R	Английская коллекция	Напольная плитка	Керама Марацци	SG911202R Ричмонд бежевый темный 	Ричмонд	Английская коллекция	30*30			26,0500	12	1,0800	кв.м	SG911202R.jpg			1577,66		Напольная плитка	матовая	мрамор																
q14252	SG911502R	Английская коллекция	Напольная плитка	Керама Марацци	SG911502R Ричмонд бежевый 	Ричмонд	Английская коллекция	30*30			26,0500	12	1,0800	кв.м	SG911502R.jpg			1577,66		Напольная плитка	матовая	мрамор																
q12412	POD001	Английская коллекция	Декоративные элементы	Керама Марацци	POD001 Бисер прозрачный бордюр	Ричмонд	Английская коллекция	20*0,6			0,0000	42	0,0000	шт	POD001.jpg			119,18		Декоративные элементы																		
q12414	POD002	Английская коллекция	Декоративные элементы	Керама Марацци	POD002 Бисер прозрачный люстр	Ричмонд	Английская коллекция	20*0,6			0,0000	42	0,0000	шт	POD002.jpg			119,18		Декоративные элементы																		
q14472	POF001	Английская коллекция	Декоративные элементы	Керама Марацци	POF001 Карандаш Бисер белый серебро бордюр	Ричмонд	Английская коллекция	20*1,4			2,1000	40	0,0000	шт	POF001.jpg			237,18		Декоративные элементы																		
q14473	POF002	Английская коллекция	Декоративные элементы	Керама Марацци	POF002 Карандаш Бисер белый золото бордюр	Ричмонд	Английская коллекция	20*1,4			2,1000	40	0,0000	шт	POF002.jpg			237,18		Декоративные элементы																		
q14474	POF003	Английская коллекция	Декоративные элементы	Керама Марацци	POF003 Карандаш Бисер черный серебро бордюр	Ричмонд	Английская коллекция	20*1,4			2,1000	40	0,0000	шт	POF003.jpg			237,18		Декоративные элементы																		
q14475	POF004	Английская коллекция	Декоративные элементы	Керама Марацци	POF004 Карандаш Бисер черный золото бордюр	Ричмонд	Английская коллекция	20*1,4			2,1000	40	0,0000	шт	POF004.jpg			245,44		Декоративные элементы																		
q11627	20050	Английская коллекция	Мозаика	Керама Марацци	20050N Темари серый	Ричмонд	Английская коллекция	29,8*29,8			11,5000	12	1,0660	кв.м	20050.jpg			1709,82		Мозаика																		
q11634	20051	Английская коллекция	Мозаика	Керама Марацци	20051N Темари дымчатый	Ричмонд	Английская коллекция	29,8*29,8			11,5000	12	1,0660	кв.м	20051.jpg			1709,82		Мозаика																		
q11638	20058	Английская коллекция	Мозаика	Керама Марацци	20058N Темари серебро	Ричмонд	Английская коллекция	29,8*29,8			11,5000	12	1,0660	кв.м	20058.jpg			1709,82		Мозаика																		
q14253	SG451502R	Английская коллекция	Напольная плитка	Керама Марацци	SG451502R Рочестер 	Рочестер	Английская коллекция	50,2*50,2			27,2500	5	1,2600	кв.м	SG451502R.jpg	rochester.jpg		1344,02		Напольная плитка	глянцевая		rochester1.jpg,rochester2.jpg															
q14384	13006R	Английская коллекция	Настенная плитка	Керама Марацци	13006R Сады Форбури светлый обрезной 	Сады Форбури	Английская коллекция	30*89,5			27,1429	5	1,3430	кв.м	13006R.jpg	sady-forburi.jpg		1794,78		Плитка для ванной	глянцевая		sady-forburi1.jpg															
q14385	13010R	Английская коллекция	Настенная плитка	Керама Марацци	13010R Сады Форбури обрезной 	Сады Форбури	Английская коллекция	30*89,5			27,1429	5	1,3430	кв.м	13010R.jpg			1916,32		Плитка для ванной	глянцевая		sady-forburi2.jpg															
q14682	13011R/A/B/3F	Английская коллекция	Декоративные элементы	Керама Марацци	13011R/A/B/3F Панно Сады Форбури Крокус сиреневый обрезной	Сады Форбури	Английская коллекция	60*89,5			20,8200	2	0,0000	шт	13011R-A-B-3F.jpg			1790,06		Декоративные элементы		флора	sady-forburi3.jpg															
q14683	13012R/A/B/3F	Английская коллекция	Декоративные элементы	Керама Марацци	13012R/A/B/3F Панно Сады Форбури Крокус розовый обрезной	Сады Форбури	Английская коллекция	60*89,5			20,8200	2	0,0000	шт	13012R-A-B-3F.jpg			1790,06		Декоративные элементы		флора	sady-forburi4.jpg															
q14254	SG911402R	Английская коллекция	Напольная плитка	Керама Марацци	SG911402R Сады Форбури светлый 	Сады Форбури	Английская коллекция	30*30			26,0500	12	1,0800	кв.м	SG911402R.jpg			1577,66		Напольная плитка	матовая	мрамор	sady-forburi5.jpg															
q14684	SPA007R	Английская коллекция	Декоративные элементы	Керама Марацци	SPA007R сиреневый обрезной бордюр	Сады Форбури	Английская коллекция	30*2,5			5,0000	27	0,0000	шт	SPA007R.jpg			297,36		Декоративные элементы			sady-forburi6.jpg															
q14685	SPA008R	Английская коллекция	Декоративные элементы	Керама Марацци	SPA008R розовый обрезной бордюр	Сады Форбури	Английская коллекция	30*2,5			5,0000	27	0,0000	шт	SPA008R.jpg			297,36		Декоративные элементы			sady-forburi7.jpg															
q13875	20003	Английская коллекция	Мозаика	Керама Марацци	20003N Темари белый	Сады Форбури	Английская коллекция	29,8*29,8	белый		11,5000	12	1,0660	кв.м	20003.jpg			1885,64		Мозаика	глянцевая	моноколор	sady-forburi8.jpg															
q11636	20049	Английская коллекция	Мозаика	Керама Марацци	20049N Темари фуксия	Сады Форбури	Английская коллекция	29,8*29,8			11,5000	12	1,0660	кв.м	20049.jpg			2191,26		Мозаика	глянцевая	моноколор	sady-forburi9.jpg															
q11638	20058	Английская коллекция	Мозаика	Керама Марацци	20058N Темари серебро	Сады Форбури	Английская коллекция	29,8*29,8			11,5000	12	1,0660	кв.м	20058.jpg			1709,82		Мозаика	глянцевая	моноколор																
q12412	POD001	Английская коллекция	Декоративные элементы	Керама Марацци	POD001 Бисер прозрачный бордюр	Сады Форбури	Английская коллекция	20*0,6			0,0000	42	0,0000	шт	POD001.jpg			119,18		Декоративные элементы																		
q12414	POD002	Английская коллекция	Декоративные элементы	Керама Марацци	POD002 Бисер прозрачный люстр	Сады Форбури	Английская коллекция	20*0,6			0,0000	42	0,0000	шт	POD002.jpg			119,18		Декоративные элементы																		
q14460	POD007	Английская коллекция	Декоративные элементы	Керама Марацци	POD007 Карандаш Бисер розовый бордюр	Сады Форбури	Английская коллекция	20*0,6			1,0000	42	0,0000	шт	POD007.jpg			126,26		Декоративные элементы																		
q14465	POD013	Английская коллекция	Декоративные элементы	Керама Марацци	POD013 Карандаш Бисер фиолетовый бордюр	Сады Форбури	Английская коллекция	20*0,6			1,0000	42	0,0000	шт	POD013.jpg			126,26		Декоративные элементы																		
q14472	POF001	Английская коллекция	Декоративные элементы	Керама Марацци	POF001 Карандаш Бисер белый серебро бордюр	Сады Форбури	Английская коллекция	20*1,4			2,1000	40	0,0000	шт	POF001.jpg			237,18		Декоративные элементы																		
q14410	4225	Английская коллекция	Напольная плитка	Керама Марацци	4225 Саттон серый 	Саттон	Английская коллекция	40,2*40,2	серый		30,0000	10	1,6200	кв.м	4225.jpg	satton.jpg		831,9		Напольная плитка		моноколор	satton1.jpg,satton2.jpg,satton3.jpg,satton4.jpg,satton5.jpg,satton6.jpg,satton7.jpg,satton8.jpg,satton9.jpg,satton10.jpg															
q14412	4226	Английская коллекция	Напольная плитка	Керама Марацци	4226 Саттон орнамент серый 	Саттон	Английская коллекция	40,2*40,2	серый		30,0000	10	1,6200	кв.м	4226.jpg			846,06		Напольная плитка		абстракция																
q14411	4227	Английская коллекция	Напольная плитка	Керама Марацци	4227 Саттон бежевый 	Саттон	Английская коллекция	40,2*40,2	бежевый		30,0000	10	1,6200	кв.м	4227.jpg			831,9		Напольная плитка		моноколор																
q14413	4228	Английская коллекция	Напольная плитка	Керама Марацци	4228 Саттон орнамент бежевый 	Саттон	Английская коллекция	40,2*40,2	бежевый		30,0000	10	1,6200	кв.м	4228.jpg			846,06		Напольная плитка		абстракция																
q14387	13008R	Английская коллекция	Настенная плитка	Керама Марацци	13008R Сент-Джеймс парк Цветы обрезной 	Сент-Джеймс парк	Английская коллекция	30*89,5			27,1429	5	1,3430	кв.м	13008R.jpg	sent-dzhejms-park.jpg		1916,32		Плитка для ванной	глянцевая	флора	sent-dzhejms-park.jpg															
q14386	13009R	Английская коллекция	Настенная плитка	Керама Марацци	13009R Сент-Джеймс парк Кружево обрезной 	Сент-Джеймс парк	Английская коллекция	30*89,5			27,1429	5	1,3430	кв.м	13009R.jpg			1794,78		Плитка для ванной	глянцевая																	
q14686	SPA005R	Английская коллекция	Декоративные элементы	Керама Марацци	SPA005R Бордюр белый обрезной	Сент-Джеймс парк	Английская коллекция	30*2,5			5,0000	27	0,0000	шт	SPA005R.jpg			287,92		Декоративные элементы																		
q14687	SPA006R	Английская коллекция	Декоративные элементы	Керама Марацци	SPA006R Бордюр фиолетовый обрезной	Сент-Джеймс парк	Английская коллекция	30*2,5			5,0000	27	0,0000	шт	SPA006R.jpg			287,92		Декоративные элементы																		
q12412	POD001	Английская коллекция	Декоративные элементы	Керама Марацци	POD001 Бисер прозрачный бордюр	Сент-Джеймс парк	Английская коллекция	20*0,6			0,0000	42	0,0000	шт	POD001.jpg			119,18		Декоративные элементы																		
q14460	POD007	Английская коллекция	Декоративные элементы	Керама Марацци	POD007 Карандаш Бисер розовый бордюр	Сент-Джеймс парк	Английская коллекция	20*0,6			1,0000	42	0,0000	шт	POD007.jpg			126,26		Декоративные элементы																		
q14463	POD010	Английская коллекция	Декоративные элементы	Керама Марацци	POD010 Карандаш Бисер бирюзовый бордюр	Сент-Джеймс парк	Английская коллекция	20*0,6			1,0000	42	0,0000	шт	POD010.jpg			126,26		Декоративные элементы																		
q14465	POD013	Английская коллекция	Декоративные элементы	Керама Марацци	POD013 Карандаш Бисер фиолетовый бордюр	Сент-Джеймс парк	Английская коллекция	20*0,6			1,0000	42	0,0000	шт	POD013.jpg			126,26		Декоративные элементы																		
q12042	20060	Английская коллекция	Мозаика	Керама Марацци	20060N Темари розовый матовый	Сент-Джеймс парк	Английская коллекция	29,8*29,8			11,5000	12	1,0660	кв.м	20060.jpg			1709,82		Мозаика	глянцевая	моноколор																
q12045	20063	Английская коллекция	Мозаика	Керама Марацци	20063N Темари стальной матовый	Сент-Джеймс парк	Английская коллекция	29,8*29,8			11,5000	12	1,0660	кв.м	20063.jpg			1622,50		Мозаика	глянцевая	моноколор																
q14310	5228	Английская коллекция	Настенная плитка	Керама Марацци	5228 Сказочная страна 	Сказочная страна	Английская коллекция	20*20			17,3333	35	1,4000	кв.м	5228.jpg	skazochnaja-strana.jpg		676,14		Плитка для кухни			skazochnaja-strana1.jpg															
q14689	NT/A55/5155	Английская коллекция	Декоративные элементы	Керама Марацци	NT/A55/5155 Сказочная страна Чаепитие декор	Сказочная страна	Английская коллекция	20*20			15,6000	30	0,0000	шт	NT-A55-5155.jpg			185,26		Декоративные элементы	глянцевая		skazochnaja-strana2.jpg															
q14690	NT/A56/5155	Английская коллекция	Декоративные элементы	Керама Марацци	NT/A56/5155 Сказочная страна Отдых декор	Сказочная страна	Английская коллекция	20*20			15,6000	30	0,0000	шт	NT-A56-5155.jpg			185,26		Декоративные элементы		фауна																
q14691	NT/A57/5155	Английская коллекция	Декоративные элементы	Керама Марацци	NT/A57/5155 Сказочная страна Садовник декор	Сказочная страна	Английская коллекция	20*20			15,6000	30	0,0000	шт	NT-A57-5155.jpg			185,26		Декоративные элементы		фауна																
q14692	NT/A58/5155	Английская коллекция	Декоративные элементы	Керама Марацци	NT/A58/5155 Сказочная страна Прогулка декор	Сказочная страна	Английская коллекция	20*20			15,6000	30	0,0000	шт	NT-A58-5155.jpg			185,26		Декоративные элементы		фауна																
q14688	NT/A59/5155	Английская коллекция	Декоративные элементы	Керама Марацци	NT/A59/5155 Сказочная страна Джентльмен декор	Сказочная страна	Английская коллекция	20*20			15,6000	30	0,0000	шт	NT-A59-5155.jpg			185,26		Декоративные элементы		фауна																
q14693	NT/A67/5155	Английская коллекция	Декоративные элементы	Керама Марацци	NT/A67/5155 Сказочная страна бордюр	Сказочная страна	Английская коллекция	20*3,6			3,0000	32	0,0000	шт	NT-A67-5155.jpg			114,46		Декоративные элементы		фауна																
q14694	NT/A68/5155	Английская коллекция	Декоративные элементы	Керама Марацци	NT/A68/5155 Сказочная страна бордюр	Сказочная страна	Английская коллекция	20*6,3			5,4720	32	0,0000	шт	NT-A68-5155.jpg			139,24		Декоративные элементы		флора																
q12412	POD001	Английская коллекция	Декоративные элементы	Керама Марацци	POD001 Бисер прозрачный бордюр	Сказочная страна	Английская коллекция	20*0,6			0,0000	42	0,0000	шт	POD001.jpg			119,18		Декоративные элементы																		
q14460	POD007	Английская коллекция	Декоративные элементы	Керама Марацци	POD007 Карандаш Бисер розовый бордюр	Сказочная страна	Английская коллекция	20*0,6			1,0000	42	0,0000	шт	POD007.jpg			126,26		Декоративные элементы																		
q14464	POD011	Английская коллекция	Декоративные элементы	Керама Марацци	POD011 Карандаш Бисер голубой бордюр	Сказочная страна	Английская коллекция	20*0,6			1,0000	42	0,0000	шт	POD011.jpg			126,26		Декоративные элементы																		
q14467	POD014	Английская коллекция	Декоративные элементы	Керама Марацци	POD014 Карандаш Бисер антрацит бордюр	Сказочная страна	Английская коллекция	20*0,6			1,0000	42	0,0000	шт	POD014.jpg			126,26		Декоративные элементы																		
q4738	130	Английская коллекция	Декоративные элементы	Керама Марацци	130 Белый карандаш	Сказочная страна	Английская коллекция	20*1,5			2,1000	40	0,0000	шт	130.jpg			89,68		Декоративные элементы																		
q9078	155	Английская коллекция	Декоративные элементы	Керама Марацци	155 Светло-розовый карандаш 	Сказочная страна	Английская коллекция	20*1,5 			2,0000	40	0,0000	шт	155.jpg			89,68		Декоративные элементы																		
q13875	20003N	Английская коллекция	Мозаика	Керама Марацци	20003N Темари белый	Сказочная страна	Английская коллекция	29,8*29,8	белый		11,5000	12	1,0660	кв.м	20003.jpg			1885,64		Мозаика	глянцевая	моноколор																
q10899	20016N	Английская коллекция	Мозаика	Керама Марацци	20016N Темари голубой	Сказочная страна	Английская коллекция	29,8*29,8	голубой		11,5000	12	1,0660	кв.м	20016.jpg			1781,80		Мозаика	глянцевая	моноколор																
q12042	20060N	Английская коллекция	Мозаика	Керама Марацци	20060N Темари розовый матовый	Сказочная страна	Английская коллекция	29,8*29,8			11,5000	12	1,0660	кв.м	20060.jpg			1709,82		Мозаика	глянцевая	моноколор																
q4857	5009	Английская коллекция	Настенная плитка	Керама Марацци	5009 Калейдоскоп белый	Сказочная страна	Английская коллекция	20*20	белый		17,3333	35	1,4000	кв.м	5009.jpg			643,1		Плитка для кухни	матовая	моноколор																
q4804	5011	Английская коллекция	Настенная плитка	Керама Марацци	5011 Калейдоскоп желтый керамическая плитка	Сказочная страна	Английская коллекция	20*20	желтый		17,3333	35	1,4000	кв.м	5011.jpg			671,42		Плитка для кухни	матовая	моноколор																
q4856	5012	Английская коллекция	Настенная плитка	Керама Марацци	5012 Калейдоскоп серый керамическая плитка	Сказочная страна	Английская коллекция	20*20	серый		17,3333	35	1,4000	кв.м	5012.jpg			671,42		Плитка для кухни	матовая	моноколор																
q7321	5055	Английская коллекция	Настенная плитка	Керама Марацци	5055 Калейдоскоп блестящий белый керамическая плитка	Сказочная страна	Английская коллекция	20*20	белый		17,3333	35	1,4000	кв.м	5055.jpg			671,42		Плитка для кухни	матовая	моноколор																
q10117	5169	Английская коллекция	Настенная плитка	Керама Марацци	5169 Калейдоскоп светло-розовый керамическая плитка	Сказочная страна	Английская коллекция	20*20	розовый		17,3333	35	1,4000	кв.м	5169.jpg			656,08		Плитка для кухни	матовая	моноколор																
q11593	5180	Английская коллекция	Настенная плитка	Керама Марацци	5180 Калейдоскоп стальной керамическая плитка	Сказочная страна	Английская коллекция	20*20			17,3333	35	1,4000	кв.м	5180.jpg			656,08		Плитка для кухни	матовая	моноколор																
q14414	4220	Английская коллекция	Напольная плитка	Керама Марацци	4220 Сомерсет бежевый темный 	Сомерсет	Английская коллекция	40,2*40,2			30,0000	10	1,6200	кв.м	4220.jpg	somerset1.jpg		817,74		Напольная плитка		камень	somerset1.jpg															
q14415	4224	Английская коллекция	Напольная плитка	Керама Марацци	4224 Сомерсет 	Сомерсет	Английская коллекция	40,2*40,2			30,0000	10	1,6200	кв.м	4224.jpg	somerset2.jpg		846,06		Напольная плитка		абстракция	somerset2.jpg															
q14343	6239	Английская коллекция	Настенная плитка	Керама Марацци	6239 Сомерсет бежевый темный 	Сомерсет	Английская коллекция	25*40	бежевый		16,2500	11	1,1000	кв.м	6239.jpg			859,04		Плитка для ванной	глянцевая	камень	somerset3.jpg															
q14344	6249	Английская коллекция	Настенная плитка	Керама Марацци	6249 Сомерсет бежевый 	Сомерсет	Английская коллекция	25*40	бежевый		16,2500	11	1,1000	кв.м	6249.jpg			859,04		Плитка для ванной	глянцевая	камень	somerset4.jpg															
q14695	DT/A94/6249	Английская коллекция	Декоративные элементы	Керама Марацци	DT/A94/6249 Сомерсет декор	Сомерсет	Английская коллекция	25*40			14,5100	10	0,0000	шт	DT-A94-6249.jpg			201,78		Декоративные элементы		абстракция	somerset5.jpg															
q14696	MM6266	Английская коллекция	Декоративные элементы	Керама Марацци	MM6266 Сомерсет мозаичный декор	Сомерсет	Английская коллекция	25*40			10,5000	8	0,0000	шт	MM6266.jpg			663,16		Декоративные элементы			somerset6.jpg															
q14867	AD/A190/6249	Английская коллекция	Декоративные элементы	Керама Марацци	AD/A190/6249 Бордюр Сомерсет желтый	Сомерсет	Английская коллекция	25*2,3	желтый		5,9000	24	0,0000	шт	AD-A190-6249.jpg			127,44		Декоративные элементы																		
q14255	SG505700R	Английская коллекция	Напольная плитка	Керама Марацци	SG505700R Стоунхендж 	Стоунхендж	Английская коллекция	60*119,5			36,7000	2	1,4340	кв.м	SG505700R.jpg	stounhendzh.jpg		1315,7		Напольная плитка	матовая	камень																
q14256	SG451300N	Английская коллекция	Напольная плитка	Керама Марацци	SG451300N Стретфорд бежевый керамогранит	Стретфорд	Английская коллекция	50,2*50,2			27,2500	5	1,2600	кв.м	SG451300N.jpg	stretford.jpg		985,3		Напольная плитка	неполированная		stretford1.jpg,stretford2.jpg,stretford3.jpg,stretford4.jpg,stretford5.jpg,stretford6.jpg,stretford7.jpg,stretford8.jpg															
q14257	SG452000N	Английская коллекция	Напольная плитка	Керама Марацци	SG452000N Стретфорд керамогранит	Стретфорд	Английская коллекция	50,2*50,2			27,2500	5	1,2600	кв.м	SG452000N.jpg			1034,86		Напольная плитка		абстракция																
q14312	5226	Английская коллекция	Настенная плитка	Керама Марацци	5226 Суррей белый 	Суррей	Английская коллекция	20*20	белый		16,0000	30	1,2000	кв.м	5226.jpg			743,4	Для данного артикула возможно различное соотношение плиток с разными орнаментами в одной коробке.	Плитка для кухни	глянцевая																	
q14311	5227	Английская коллекция	Настенная плитка	Керама Марацци	5227 Суррей 	Суррей	Английская коллекция	20*20			16,0000	30	1,2000	кв.м	5227.jpg	surrej.jpg		757,56	Для данного артикула возможно различное соотношение плиток с разными орнаментами в одной коробке.	Плитка для кухни	глянцевая		surrej1.jpg															
q14313	5229	Английская коллекция	Настенная плитка	Керама Марацци	5229 Суррей бежевый 	Суррей	Английская коллекция	20*20	бежевый		16,0000	30	1,2000	кв.м	5229.jpg			757,56	Для данного артикула возможно различное соотношение плиток с разными орнаментами в одной коробке.	Плитка для кухни	глянцевая		surrej2.jpg															
q4738	130	Английская коллекция	Декоративные элементы	Керама Марацци	130 Белый карандаш	Суррей	Английская коллекция	20*1,5			2,1000	40	0,0000	шт	130.jpg			89,68		Декоративные элементы			surrej3.jpg															
q5810	148	Английская коллекция	Декоративные элементы	Керама Марацци	148 Синий матовый карандаш	Суррей	Английская коллекция	20*1,5			2,1000	40	0,0000	шт	148.jpg			89,68		Декоративные элементы			surrej4.jpg															
q7963	151	Английская коллекция	Декоративные элементы	Керама Марацци	151 Белый матовый карандаш	Суррей	Английская коллекция	20*1,5			2,0000	40	0,0000	шт	151.jpg			86,14		Декоративные элементы			surrej5.jpg															
q9079	154	Английская коллекция	Декоративные элементы	Керама Марацци	154 Светло-желтый карандаш 	Суррей	Английская коллекция	20*1,5 			2,0000	40	0,0000	шт	154.jpg			84,96		Декоративные элементы			surrej6.jpg															
q10120	199	Английская коллекция	Декоративные элементы	Керама Марацци	199 Розовый карандаш	Суррей	Английская коллекция	20*1,5			2,0000	40	0,0000	шт	199.jpg			86,14		Декоративные элементы																		
q14359	3411	Английская коллекция	Напольная плитка	Керама Марацци	3411 Сэвилл бежевый 	Сэвилл	Английская коллекция	30,2*30,2			23,4848	15	1,3700	кв.м	3411.jpg	sjevill.jpg		602,98		Напольная плитка			sjevill1.jpg															
q14321	8230	Английская коллекция	Настенная плитка	Керама Марацци	8230 Сэвилл бежевый 	Сэвилл	Английская коллекция	20*30			18,4375	25	1,5000	кв.м	8230.jpg			534,54		Плитка для ванной	глянцевая		sjevill2.jpg															
q14698	MLD/A36/8230	Английская коллекция	Декоративные элементы	Керама Марацци	MLD/A36/8230 Сэвилл декор	Сэвилл	Английская коллекция	20*30			15,0000	20	0,0000	шт	MLD-A36-8230.jpg			156,94		Декоративные элементы		флора																
q14699	MLD/A37/8230	Английская коллекция	Декоративные элементы	Керама Марацци	MLD/A37/8230 Сэвилл бордюр	Сэвилл	Английская коллекция	20*5,7			4,7700	32	0,0000	шт	MLD-A37-8230.jpg			105,02		Декоративные элементы		флора																
